Data,VALE3
2013-05-31,13.040990829467773
2013-06-30,12.381444931030273
2013-07-31,13.285109519958496
2013-08-31,14.70698070526123
2013-09-30,14.758376121520996
2013-10-31,15.72059440612793
2013-11-30,15.77336597442627
2013-12-31,15.703003883361816
2014-01-31,14.533306121826172
2014-02-28,14.511320114135742
2014-03-31,13.816530227661133
2014-04-30,13.360834121704102
2014-05-31,12.867997169494629
2014-06-30,13.220667839050293
2014-07-31,14.717263221740723
2014-08-31,13.202584266662598
2014-09-30,12.140048027038574
2014-10-31,11.728014945983887
2014-11-30,10.925817489624023
2014-12-31,10.27843189239502
2015-01-31,8.73033332824707
2015-02-28,9.968811988830566
2015-03-31,8.416023254394531
2015-04-30,10.977907180786133
2015-05-31,9.71774673461914
2015-06-30,8.864720344543457
2015-07-31,8.66115665435791
2015-08-31,8.685389518737793
2015-09-30,8.035923957824707
2015-10-31,8.434685707092285
2015-11-30,6.511420249938965
2015-12-31,6.442202568054199
2016-01-31,4.805696487426758
2016-02-29,5.839017391204834
2016-03-31,7.490356922149658
2016-04-30,9.734992980957031
2016-05-31,7.030555248260498
2016-06-30,8.044099807739258
2016-07-31,9.146642684936523
2016-08-31,8.375358581542969
2016-09-30,8.805498123168945
2016-10-31,10.91663932800293
2016-11-30,13.873231887817383
2016-12-31,12.771124839782715
2017-01-31,16.003692626953125
2017-02-28,16.272245407104492
2017-03-31,14.815099716186523
2017-04-30,14.117079734802246
2017-05-31,13.962911605834961
2017-06-30,14.903363227844238
2017-07-31,16.08535385131836
2017-08-31,18.02793312072754
2017-09-30,16.37828254699707
2017-10-31,16.49648094177246
2017-11-30,18.05876350402832
2017-12-31,20.91098976135254
2018-01-31,21.52907371520996
2018-02-28,23.398910522460938
2018-03-31,22.172882080078125
2018-04-30,25.566314697265625
2018-05-31,26.59589958190918
2018-06-30,26.049591064453125
2018-07-31,28.80740737915039
2018-08-31,28.9783992767334
2018-09-30,32.329132080078125
2018-10-31,30.64835548400879
2018-11-30,28.535240173339844
2018-12-31,27.562450408935547
2019-01-31,24.59002685546875
2019-02-28,25.454727172851562
2019-03-31,27.52461814880371
2019-04-30,27.076053619384766
2019-05-31,26.481569290161133
2019-06-30,28.005613327026367
2019-07-31,26.919322967529297
2019-08-31,24.62785530090332
2019-09-30,25.806015014648438
2019-10-31,25.508777618408203
2019-11-30,27.011199951171875
2019-12-31,29.56875228881836
2020-01-31,27.887828826904297
2020-02-29,24.581457138061523
2020-03-31,23.97677230834961
2020-04-30,24.886577606201172
2020-05-31,29.40233039855957
2020-06-30,31.022228240966797
2020-07-31,33.67953872680664
2020-08-31,33.108131408691406
2020-09-30,34.16270446777344
2020-10-31,34.99494552612305
2020-11-30,45.080204010009766
2020-12-31,50.541831970214844
2021-01-31,50.830810546875
2021-02-28,54.627952575683594
2021-03-31,59.17270278930664
2021-04-30,65.84676361083984
2021-05-31,69.32573699951172
2021-06-30,69.75243377685547
2021-07-31,66.98698425292969
2021-08-31,60.77854919433594
2021-09-30,51.835205078125
2021-10-31,48.68729019165039
2021-11-30,47.558658599853516
2021-12-31,53.004615783691406
2022-01-31,54.983123779296875
2022-02-28,62.7407112121582
2022-03-31,67.49686431884766
2022-04-30,58.80557632446289
2022-05-31,60.86719512939453
2022-06-30,54.05396270751953
2022-07-31,49.245880126953125
2022-08-31,47.89951705932617
2022-09-30,53.498931884765625
2022-10-31,49.85263442993164
2022-11-30,63.65066909790039
2022-12-31,66.22942352294922
2023-01-31,70.42467498779297
2023-02-28,63.57667922973633
2023-03-31,61.14244842529297
2023-04-30,55.13405990600586
2023-05-31,48.59259796142578
2023-06-30,48.90481948852539
2023-07-31,52.66673278808594
2023-08-31,51.05487823486328
2023-09-30,53.01611328125
2023-10-31,54.130096435546875
2023-11-30,59.72248077392578
2023-12-31,62.431617736816406
2024-01-31,54.797489166259766
2024-02-29,54.17478942871094
2024-03-31,51.39371109008789
2024-04-30,53.47209930419922
2024-05-31,53.396060943603516
2024-06-30,52.56808090209961
2024-07-31,52.06960678100586
2024-08-31,52.17647933959961
2024-09-30,55.618133544921875
2024-10-31,54.34831619262695
2024-11-30,51.475894927978516
2024-12-31,48.19790267944336
2025-01-31,47.86214828491211
2025-02-28,48.72803497314453
2025-03-31,52.05281066894531
2025-04-30,48.52754211425781
2025-05-31,47.829830169677734
2025-06-30,48.334754943847656
2025-07-31,49.078365325927734
2025-08-31,52.79607009887695
2025-09-30,54.715579986572266
2025-10-31,62.013526916503906
2025-11-30,64.04706573486328
2025-12-31,71.95999908447266
2026-01-31,84.31999969482422
2026-02-28,88.47000122070312
2026-03-31,82.4800033569336
2026-04-30,81.18000030517578
2026-05-31,82.81999969482422
2026-06-30,77.87999725341797
2026-07-31,76.27999877929688
2026-08-31,76.30999755859375
